Unnamed: 0,level_0,index,submission_id,need_state,sub_cluster_init,macro_pillar,created_at,open_text,l1,l2,ontology_codes,tm_needs,needs_from_ontology,needs,location_name,weights,needs list,mood_coded,where_are_you_having_your_food_drink,activities_while_consuming,created_at_grouped,level1_ontology_from_pepsi_bev_3_1,level3_ontology_from_pepsi_bev_3_1,SB_needstates,global_subcluster_number,global_subcluster_name
488,488,488,15877581,Health,1.0,Health,2021-01-11 23:25:10.948,"[""It\u2019s cold and refreshing"", ""It\u2019s cold and refreshing""]","[""Wanted something cold"", ""To refresh""]","[""To refresh""]","[""I wanted something cold / refreshing"", ""To feel refreshed / hydrated""]","[""To feel energised / recharged""]","[""Is refreshing"", ""To rehydrate my body""]","[""To feel energised / recharged""]",UK,0.1362714026412112,['To feel energised / recharged'],"[""Tired / exhausted""]",At my home,"[""Watching movies / TV""]",9pm-12am,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Revive,14,Enhance
489,489,489,15899378,Health,0.0,Health,2021-01-12 13:22:39.773,"[""well I am presently on these at least 3 times a day as I have a underweight issue which I sometimes don't eat regularly like I should and am a little under weight"", ""well I am presently on these at least 3 times a day as I have a underweight issue which I sometimes don't eat regularly like I should and am a little under weight"", ""well I am presently on these at least 3 times a day as I have a underweight issue which I sometimes don't eat regularly like I should and am a little under weight""]","[""can drink it several times a day"", ""overweight"", ""not eating regularly""]","[""NOISE""]","[""To control / lose weight""]","[""NOISE""]","[""Helps me manage / lose weight""]","[""Helps me manage / lose weight""]",UK,0.1211971995332555,['Helps me manage / lose weight'],"[""Active / energetic""]",At my home,"[""Watching movies / TV""]",12pm-3pm,"[""Soft drinks""]","[""Protein shake""]",Keeps health balanced,37,Sure & Easy
490,490,490,15902509,Indulge,3.0,Indulge,2021-01-12 14:53:22.490,"[""I like the flavour""]","[""didn't know this flavor yet""]","[""flavorful""]","[""I like the taste""]","[""To explore something new""]","[""Is tasty""]","[""To explore something new""]",UK,0.1587242968007933,['To explore something new'],"[""Neutral / fine""]",At my home,"[""Watching movies / TV""]",12pm-3pm,"[""Soft drinks""]","[""Energy drink""]",Explore,26,Explore
491,491,491,15924160,Hydrate,1.0,Hydrate,2021-01-13 05:49:01 +0000,"[""i was thirsty""]","[""i was really thirsty""]","[""i was really thirsty""]","[""Other"", ""To feel refreshed / hydrated""]","[""To quench my thirst""]","[""Other"", ""To rehydrate my body""]","[""To quench my thirst""]",UK,0.1238683847687137,['To quench my thirst'],"[""Tired / exhausted""]",At my home,"[""Listening to a podcast / radio"", ""Talking / chatting""]",3am-6am,"[""Ready Mixed""]",,Refresh,17,Thirst Quench
492,492,492,15950570,Fuel,5.0,Fuel,2021-01-13 20:46:02 +0000,"[""I've had the open bottle since new year's eve and thought i might finish it tonight lol"", ""I've had the open bottle since new year's eve and thought i might finish it tonight lol""]","[""so i wanted to finish it"", ""Cause bottle was open""]","[""the bottle was already open""]","[""I had a craving""]","[""Is readily available""]","[""To indulge""]","[""Is readily available""]",UK,0.2903093089540869,['Is readily available'],"[""Neutral / fine"", ""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",6pm-9pm,"[""Liqueur""]",,Routine,9,Easy Fuel
493,493,493,15951189,Indulge,4.0,Indulge,2021-01-13 20:58:55 +0000,"[""Just fancied a beer and it was in the fridge"", ""Just fancied a beer and it was in the fridge""]","[""wanted to drink beer"", ""all i got cold in the fridge""]","[""all i got in the fridge"", ""wanted a beer""]","[""I had a craving""]","[""To indulge"", ""Is readily available""]","[""To indulge""]","[""To indulge"", ""Is readily available""]",UK,0.3021369965128508,"['To indulge', 'Is readily available']","[""Neutral / fine""]",At my home,"[""Watching movies / TV""]",6pm-9pm,"[""Beer""]","[""India Pale Ale (IPA)""]",Treat,21,Enjoy
494,494,494,15954193,Fuel,5.0,Fuel,2021-01-13 22:07:09 +0000,"[""In equal stock""]","[""in equal stock""]","[""NOISE""]","[""It's the only thing available""]","[""NOISE""]","[""Is readily available""]","[""Is readily available""]",UK,0.3948231114725963,['Is readily available'],"[""Neutral / fine""]",At my home,"[""Watching movies / TV""]",9pm-12am,"[""Beer""]","[""Pale Lager / Pilsner""]",Routine,9,Easy Fuel
495,495,495,15955856,Connection,1.0,Connection,2021-01-13 23:17:32 +0000,"[""oh change from wine""]","[""fancy a glass of wine""]","[""fancy a glass of wine""]","[""To try something new / different""]","[""To have something that is fun or playful""]","[""To explore something new""]","[""To have something that is fun or playful""]",UK,0.1916774323182124,['To have something that is fun or playful'],"[""Grateful / thankful""]",At my home,"[""Studying""]",9pm-12am,"[""Beer""]",,Social Enabler,4,Jolly Time
496,496,496,15977219,Indulge,0.0,Indulge,2021-01-14 20:07:32 +0000,"[""I have had a long hard day at work and I am wanting to drown my sorrows"", ""I have had a long hard day at work and I am wanting to drown my sorrows""]","[""drowning my sorrows"", ""hard to digest""]","[""NOISE""]","[""Escapism / to get drunk""]","[""NOISE""]","[""To celebrate""]","[""To celebrate""]",UK,1.0214992639609002,['To celebrate'],"[""Annoyed / frustrated"", ""Tired / exhausted""]",At my home,"[""Watching movies / TV""]",6pm-9pm,"[""Spirits""]","[""Spiced / Flavoured""]",Explore,27,Happy Boost
497,497,497,15982542,Indulge,0.0,Indulge,2021-01-14 16:13:25 +0000,"[""to celebrate my wife's 50th birthday"", ""to celebrate my wife's 50th birthday""]","[""celebrate"", ""for the birthday of a friend""]","[""celebrate an event""]","[""To party / celebrate""]","[""To celebrate""]","[""To celebrate""]","[""To celebrate""]",UK,1.4112380640241136,['To celebrate'],"[""Excited""]",At my home,"[""Cooking""]",3pm-6pm,"[""Cider / Perry""]",,Explore,27,Happy Boost
498,498,498,15989206,Fuel,5.0,Fuel,2021-01-14 20:02:22 +0000,"[""the bottle was open in the fridge"", ""the bottle was open in the fridge""]","[""when i saw the cold bottle in"", ""to open up""]","[""in a bottle""]","[""I needed to use up ingredients""]","[""NOISE""]","[""Is readily available""]","[""Is readily available""]",UK,0.1254951435370664,['Is readily available'],"[""Anxious / stressed"", ""Overwhelmed""]",At my home,"[""Checking emails"", ""Spending time with pets"", ""On my laptop / phone"", ""Spending time with family"", ""Browsing social media / internet"", ""Watching movies / TV""]",6pm-9pm,"[""Wine""]",,Routine,9,Easy Fuel
499,499,499,15989454,Connection,3.0,Connection,2021-01-14 20:15:30.506,"[""I bought it as a treat because I like it and seldom indulge"", ""I bought it as a treat because I like it and seldom indulge"", ""I bought it as a treat because I like it and seldom indulge""]","[""never indulge"", ""i have it here"", ""bought it as a treat""]","[""NOISE""]","[""To treat myself""]","[""NOISE""]","[""To reward myself""]","[""To reward myself""]",UK,0.1237143194168032,['To reward myself'],"[""Bored""]",At my home,"[""On my laptop / phone""]",6pm-9pm,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",Ease the mood,1,Reward
500,500,500,15990099,Indulge,6.0,Indulge,2021-01-14 21:01:12 +0000,"[""Guiness is my favourite drink. it's the best thing to have while I'm relaxing. these bottles are just the right size too"", ""Guiness is my favourite drink. it's the best thing to have while I'm relaxing. these bottles are just the right size too"", ""Guiness is my favourite drink. it's the best thing to have while I'm relaxing. these bottles are just the right size too"", ""Guiness is my favourite drink. it's the best thing to have while I'm relaxing. these bottles are just the right size too"", ""Guiness is my favourite drink. it's the best thing to have while I'm relaxing. these bottles are just the right size too""]","[""drink two bottles"", ""drink"", ""i like to relax in front of"", ""guiness"", ""one of the best""]","[""NOISE""]","[""To relax / relieve stress / anxiety""]","[""NOISE""]","[""To relax & unwind""]","[""To relax & unwind""]",UK,0.1410194068635814,['To relax & unwind'],"[""Great / amazing""]",At my home,"[""Watching movies / TV""]",9pm-12am,"[""Beer""]","[""Stout / Porter""]",Unwind,25,Comfort
501,501,501,15990607,Indulge,2.0,Health,2021-01-14 20:58:07 +0000,"[""Fancied a beer and am chilling watching tv whilst I eat my dinner so goes perfectly"", ""Fancied a beer and am chilling watching tv whilst I eat my dinner so goes perfectly"", ""Fancied a beer and am chilling watching tv whilst I eat my dinner so goes perfectly""]","[""wanted to drink beer"", ""whilst chilling"", ""watching youtube""]","[""wanted a beer"", ""watching tv""]","[""To go with other food / drink"", ""To relax / relieve stress / anxiety""]","[""To indulge"", ""To nurture my well-being""]","[""Completes my meal"", ""To relax & unwind""]","[""To indulge"", ""To nurture my well-being""]",UK,1.0986304266939204,"['To indulge', 'To nurture my well-being']","[""Content / upbeat""]",At my home,"[""Getting ready / personal care routine"", ""Listening to music"", ""Spending time with friends"", ""Spending time with family""]",6pm-9pm,"[""Beer""]","[""Pale Lager / Pilsner""]",Keeps health balanced,30,Functional Health
502,502,502,15993192,Indulge,6.0,Indulge,2021-01-14 21:46:23 +0000,"[""I chose it because I love to relax with a whiskey at night""]","[""wanted to drink something other than whiskey""]","[""NOISE""]","[""To relax / relieve stress / anxiety""]","[""NOISE""]","[""To relax & unwind""]","[""To relax & unwind""]",UK,1.96123484769458,['To relax & unwind'],"[""Content / upbeat""]",At my home,"[""Watching movies / TV""]",9pm-12am,"[""Spirits""]","[""Blended""]",Unwind,25,Comfort
503,503,503,15998990,Indulge,1.0,Indulge,2021-01-15 01:05:52.181,"[""love water its all i drink"", ""love water its all i drink""]","[""love water"", ""really like this drink""]","[""really like this drink""]","[""It's a healthy choice"", ""I like the taste""]","[""Is tasty""]","[""Is nutritious / healthy"", ""Is tasty""]","[""Is tasty""]",UK,2.4239439906651112,['Is tasty'],"[""Other""]",At my home,"[""Watching movies / TV""]",12am-3am,"[""Soft drinks""]","[""Unflavoured still water""]",Treat,20,Relish
504,504,504,15999626,Connection,3.0,Connection,2021-01-15 18:16:20.548,"[""I feel like it for a cool afternoon"", ""I feel like it for a cool afternoon""]","[""cool afternoon"", ""you feel like that""]","[""NOISE""]","[""I wanted something cold / refreshing"", ""To treat myself""]","[""NOISE""]","[""Is refreshing"", ""To reward myself""]","[""Is refreshing"", ""To reward myself""]",UK,0.1526831442569362,"['Is refreshing', 'To reward myself']","[""Content / upbeat""]",At my home,"[""Checking emails""]",6pm-9pm,"[""Hot beverages""]","[""Americano""]",Ease the mood,1,Reward
505,505,505,15999920,Indulge,4.0,Indulge,2021-01-15 09:17:42.580,"[""I wanted something cold and sweet, but also something that is like a snack"", ""I wanted something cold and sweet, but also something that is like a snack"", ""I wanted something cold and sweet, but also something that is like a snack""]","[""Wanted something cold"", ""had something to eat"", ""Wanted sweet""]","[""wanted something sweet""]","[""To treat myself"", ""I wanted something cold / refreshing""]","[""To indulge""]","[""To reward myself"", ""Is refreshing""]","[""To indulge""]",UK,1.1640633312380784,['To indulge'],"[""Loved / tender""]",At my home,"[""Nothing""]",9am-12pm,Dairy / plant-based beverages,,Treat,21,Enjoy
506,506,506,16000019,Health,0.0,Health,2021-01-15 01:17:29.016,"[""My face is spotty currently with the hormones so trying to up my water intake"", ""My face is spotty currently with the hormones so trying to up my water intake"", ""My face is spotty currently with the hormones so trying to up my water intake"", ""My face is spotty currently with the hormones so trying to up my water intake""]","[""trying to increase water intake"", ""spotty"", ""face coming afternoon"", ""hormonal""]","[""NOISE""]","[""Personal dietary / health requirement""]","[""NOISE""]","[""Helps me manage / lose weight""]","[""Helps me manage / lose weight""]",UK,0.9264200045570722,['Helps me manage / lose weight'],"[""Content / upbeat""]",At my home,Other,12am-3am,"[""Soft drinks""]","[""Unflavoured still water""]",Keeps health balanced,37,Sure & Easy
507,507,507,16000292,Hydrate,4.0,Health,2021-01-15 07:28:51.111,"[""as it is very hydrating""]","[""it is hydrating""]","[""it is hydrating""]","[""To feel refreshed / hydrated""]","[""To rehydrate my body""]","[""To rehydrate my body""]","[""To rehydrate my body""]",UK,0.4622567166123259,['To rehydrate my body'],"[""Lonely"", ""Sad / depressed""]",At my home,"[""Nothing""]",6am-9am,"[""Soft drinks""]","[""Unflavoured still water""]",Healthy Hydration Levels,11,Hydrate
508,508,508,16000617,Fuel,3.0,Fuel,2021-01-15 08:13:19.775,"[""I needed something to give me energy to start my day""]","[""needed something to give me energy""]","[""NOISE""]","[""To boost energy""]","[""NOISE""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]",UK,0.1237143194168032,['Gives me a boost / energy'],"[""Tired / exhausted""]",At my home,"[""Relaxing / resting""]",6am-9am,"[""Soft drinks""]","[""Energy drink""]",Revive,7,Perk Up
509,509,509,16001104,Health,1.0,Health,2021-01-15 01:30:18.248,"[""it is very refreshing""]","[""To refresh""]","[""To refresh""]","[""To feel refreshed / hydrated""]","[""To feel energised / recharged""]","[""To rehydrate my body""]","[""To feel energised / recharged""]",UK,2.33411222968778,['To feel energised / recharged'],"[""Relaxed / calm""]",At my home,"[""Spending time with partner / on a date""]",12am-3am,"[""Soft drinks""]","[""Tap water""]",Revive,14,Enhance
510,510,510,16001909,Indulge,4.0,Indulge,2021-01-15 13:29:37.621,"[""Craving for fizzy drinks""]","[""wanted a fizzy drink""]","[""wanted something fizzy""]","[""I had a craving""]","[""To indulge""]","[""To indulge""]","[""To indulge""]",UK,0.1211971995332555,['To indulge'],"[""Relaxed / calm""]",At my home,"[""On my laptop / phone""]",12pm-3pm,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Treat,21,Enjoy
511,511,511,16002003,Health,1.0,Health,2021-01-15 01:38:24 +0000,"[""it is a refreshing drink""]","[""To refresh""]","[""To refresh""]","[""I wanted something cold / refreshing""]","[""To feel energised / recharged""]","[""Is refreshing""]","[""To feel energised / recharged""]",UK,0.9103542862508168,['To feel energised / recharged'],"[""Content / upbeat""]",At my home,"[""Spending time with partner / on a date""]",12am-3am,"[""Ready Mixed""]",,Revive,14,Enhance
512,512,512,16002034,Fuel,2.0,Fuel,2021-01-15 01:39:56.064,"[""I like to have cordial juice for bed""]","[""just a cordial""]","[""NOISE""]","[""It's my habit / routine""]","[""NOISE""]","[""It's my habit / routine""]","[""It's my habit / routine""]",UK,0.2212211657697562,"[""It's my habit / routine""]","[""Anxious / stressed"", ""Hopeful / optimistic""]",At my home,"[""Relaxing / resting""]",12am-3am,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Routine,8,Daily Enabler
513,513,513,16002193,Health,1.0,Health,2021-01-15 11:35:10.047,"[""it's light and refreshing and it leaves me really hydrated for the rest of the day"", ""it's light and refreshing and it leaves me really hydrated for the rest of the day"", ""it's light and refreshing and it leaves me really hydrated for the rest of the day""]","[""To refresh"", ""want something light"", ""it is hydrating""]","[""To refresh"", ""want something light"", ""it is hydrating""]","[""To feel refreshed / hydrated""]","[""To rehydrate my body"", ""To feel energised / recharged"", ""Aids digestion""]","[""To rehydrate my body""]","[""To rehydrate my body"", ""To feel energised / recharged"", ""Aids digestion""]",UK,0.3485512578782282,"['To rehydrate my body', 'To feel energised / recharged', 'Aids digestion']","[""Active / energetic"", ""Excited"", ""Relaxed / calm""]",At my home,"[""Browsing social media / internet""]",9am-12pm,"[""Soft drinks""]","[""Flavoured still water""]",Revive,14,Enhance
514,514,514,16002461,Hydrate,4.0,Health,2021-01-15 18:25:17.705,"[""To keep hydrated""]","[""it is hydrating""]","[""it is hydrating""]","[""To feel refreshed / hydrated""]","[""To rehydrate my body""]","[""To rehydrate my body""]","[""To rehydrate my body""]",UK,2.305696255979812,['To rehydrate my body'],"[""Content / upbeat""]",At my home,"[""Browsing social media / internet""]",6pm-9pm,"[""Soft drinks""]","[""Unflavoured still water""]",Healthy Hydration Levels,11,Hydrate
